max_x : 50821, max_y: 50750, min_x: -50472, min_y: -50499
max_x : 23756, max_y: 23685, min_x: -23407, min_y: -23434
max_x : 23751, max_y: 23680, min_x: -23402, min_y: -23429
max_x : 23746, max_y: 23675, min_x: -23397, min_y: -23424
max_x : 23741, max_y: 23670, min_x: -23392, min_y: -23419
max_x : 23736, max_y: 23665, min_x: -23387, min_y: -23414
max_x : 23731, max_y: 23660, min_x: -23382, min_y: -23409
max_x : 23726, max_y: 23655, min_x: -23377, min_y: -23404
max_x : 23721, max_y: 23650, min_x: -23372, min_y: -23399
max_x : 23716, max_y: 23645, min_x: -23367, min_y: -23394
max_x : 23711, max_y: 23640, min_x: -23362, min_y: -23389
max_x : 23706, max_y: 23635, min_x: -23357, min_y: -23384
max_x : 23701, max_y: 23630, min_x: -23352, min_y: -23379
max_x : 23696, max_y: 23625, min_x: -23347, min_y: -23374
max_x : 23691, max_y: 23620, min_x: -23342, min_y: -23369
max_x : 23686, max_y: 23615, min_x: -23337, min_y: -23364
max_x : 23681, max_y: 23610, min_x: -23332, min_y: -23359
max_x : 23676, max_y: 23605, min_x: -23327, min_y: -23354
max_x : 23671, max_y: 23600, min_x: -23322, min_y: -23349
max_x : 23666, max_y: 23595, min_x: -23317, min_y: -23344
max_x : 23661, max_y: 23590, min_x: -23312, min_y: -23339
max_x : 23656, max_y: 23585, min_x: -23307, min_y: -23334
max_x : 23651, max_y: 23580, min_x: -23302, min_y: -23329
max_x : 23646, max_y: 23575, min_x: -23297, min_y: -23324
max_x : 23641, max_y: 23570, min_x: -23292, min_y: -23319
max_x : 23636, max_y: 23565, min_x: -23287, min_y: -23314
max_x : 23631, max_y: 23560, min_x: -23282, min_y: -23309
max_x : 23626, max_y: 23555, min_x: -23277, min_y: -23304
max_x : 23621, max_y: 23550, min_x: -23272, min_y: -23299
max_x : 23616, max_y: 23545, min_x: -23267, min_y: -23294
max_x : 23611, max_y: 23540, min_x: -23262, min_y: -23289
max_x : 23606, max_y: 23535, min_x: -23257, min_y: -23284
max_x : 23601, max_y: 23530, min_x: -23252, min_y: -23279
max_x : 23596, max_y: 23525, min_x: -23247, min_y: -23274
max_x : 23591, max_y: 23520, min_x: -23242, min_y: -23269
max_x : 23586, max_y: 23515, min_x: -23237, min_y: -23264
max_x : 23581, max_y: 23510, min_x: -23232, min_y: -23259
max_x : 23576, max_y: 23505, min_x: -23227, min_y: -23254
max_x : 23571, max_y: 23500, min_x: -23222, min_y: -23249
max_x : 23566, max_y: 23495, min_x: -23217, min_y: -23244
max_x : 23561, max_y: 23490, min_x: -23212, min_y: -23239
max_x : 23556, max_y: 23485, min_x: -23207, min_y: -23234
max_x : 23551, max_y: 23480, min_x: -23202, min_y: -23229
max_x : 23546, max_y: 23475, min_x: -23197, min_y: -23224
max_x : 23541, max_y: 23470, min_x: -23192, min_y: -23219
max_x : 23536, max_y: 23465, min_x: -23187, min_y: -23214
max_x : 23531, max_y: 23460, min_x: -23182, min_y: -23209
max_x : 23526, max_y: 23455, min_x: -23177, min_y: -23204
max_x : 23521, max_y: 23450, min_x: -23172, min_y: -23199
max_x : 23516, max_y: 23445, min_x: -23167, min_y: -23194
max_x : 23511, max_y: 23440, min_x: -23162, min_y: -23189
max_x : 23506, max_y: 23435, min_x: -23157, min_y: -23184
max_x : 23501, max_y: 23430, min_x: -23152, min_y: -23179
max_x : 23496, max_y: 23425, min_x: -23147, min_y: -23174
max_x : 23491, max_y: 23420, min_x: -23142, min_y: -23169
max_x : 23486, max_y: 23415, min_x: -23137, min_y: -23164
max_x : 23481, max_y: 23410, min_x: -23132, min_y: -23159
max_x : 23476, max_y: 23405, min_x: -23127, min_y: -23154
max_x : 23471, max_y: 23400, min_x: -23122, min_y: -23149
max_x : 23466, max_y: 23395, min_x: -23117, min_y: -23144
max_x : 23461, max_y: 23390, min_x: -23112, min_y: -23139
max_x : 23456, max_y: 23385, min_x: -23107, min_y: -23134
max_x : 23451, max_y: 23380, min_x: -23102, min_y: -23129
max_x : 23446, max_y: 23375, min_x: -23097, min_y: -23124
max_x : 23441, max_y: 23370, min_x: -23092, min_y: -23119
max_x : 23436, max_y: 23365, min_x: -23087, min_y: -23114
max_x : 23431, max_y: 23360, min_x: -23082, min_y: -23109
max_x : 23426, max_y: 23355, min_x: -23077, min_y: -23104
max_x : 23421, max_y: 23350, min_x: -23072, min_y: -23099
max_x : 23416, max_y: 23345, min_x: -23067, min_y: -23094
max_x : 23411, max_y: 23340, min_x: -23062, min_y: -23089
max_x : 23406, max_y: 23335, min_x: -23057, min_y: -23084
max_x : 23401, max_y: 23330, min_x: -23052, min_y: -23079
max_x : 23396, max_y: 23325, min_x: -23047, min_y: -23074
max_x : 23391, max_y: 23320, min_x: -23042, min_y: -23069
max_x : 23386, max_y: 23315, min_x: -23037, min_y: -23064
max_x : 23381, max_y: 23310, min_x: -23032, min_y: -23059
max_x : 23376, max_y: 23305, min_x: -23027, min_y: -23054
max_x : 23371, max_y: 23300, min_x: -23022, min_y: -23049
max_x : 23366, max_y: 23295, min_x: -23017, min_y: -23044
max_x : 23361, max_y: 23290, min_x: -23012, min_y: -23039
max_x : 23356, max_y: 23285, min_x: -23007, min_y: -23034
max_x : 23351, max_y: 23280, min_x: -23002, min_y: -23029
max_x : 23346, max_y: 23275, min_x: -22997, min_y: -23024
max_x : 23341, max_y: 23270, min_x: -22992, min_y: -23019
max_x : 23336, max_y: 23265, min_x: -22987, min_y: -23014
max_x : 23331, max_y: 23260, min_x: -22982, min_y: -23009
max_x : 23326, max_y: 23255, min_x: -22977, min_y: -23004
max_x : 23321, max_y: 23250, min_x: -22972, min_y: -22999
max_x : 23316, max_y: 23245, min_x: -22967, min_y: -22994
max_x : 23311, max_y: 23240, min_x: -22962, min_y: -22989
max_x : 23306, max_y: 23235, min_x: -22957, min_y: -22984
max_x : 23301, max_y: 23230, min_x: -22952, min_y: -22979
max_x : 23296, max_y: 23225, min_x: -22947, min_y: -22974
max_x : 23291, max_y: 23220, min_x: -22942, min_y: -22969
max_x : 23286, max_y: 23215, min_x: -22937, min_y: -22964
max_x : 23281, max_y: 23210, min_x: -22932, min_y: -22959
max_x : 23276, max_y: 23205, min_x: -22927, min_y: -22954
max_x : 23271, max_y: 23200, min_x: -22922, min_y: -22949
max_x : 23266, max_y: 23195, min_x: -22917, min_y: -22944
max_x : 23261, max_y: 23190, min_x: -22912, min_y: -22939
max_x : 23256, max_y: 23185, min_x: -22907, min_y: -22934
max_x : 23251, max_y: 23180, min_x: -22902, min_y: -22929
max_x : 23246, max_y: 23175, min_x: -22897, min_y: -22924
max_x : 23241, max_y: 23170, min_x: -22892, min_y: -22919
max_x : 23236, max_y: 23165, min_x: -22887, min_y: -22914
max_x : 23231, max_y: 23160, min_x: -22882, min_y: -22909
max_x : 23226, max_y: 23155, min_x: -22877, min_y: -22904
max_x : 23221, max_y: 23150, min_x: -22872, min_y: -22899
max_x : 23216, max_y: 23145, min_x: -22867, min_y: -22894
max_x : 23211, max_y: 23140, min_x: -22862, min_y: -22889
max_x : 23206, max_y: 23135, min_x: -22857, min_y: -22884
max_x : 23201, max_y: 23130, min_x: -22852, min_y: -22879
max_x : 23196, max_y: 23125, min_x: -22847, min_y: -22874
max_x : 23191, max_y: 23120, min_x: -22842, min_y: -22869
max_x : 23186, max_y: 23115, min_x: -22837, min_y: -22864
max_x : 23181, max_y: 23110, min_x: -22832, min_y: -22859
max_x : 23176, max_y: 23105, min_x: -22827, min_y: -22854
max_x : 23171, max_y: 23100, min_x: -22822, min_y: -22849
max_x : 23166, max_y: 23095, min_x: -22817, min_y: -22844
max_x : 23161, max_y: 23090, min_x: -22812, min_y: -22839
max_x : 23156, max_y: 23085, min_x: -22807, min_y: -22834
max_x : 23151, max_y: 23080, min_x: -22802, min_y: -22829
max_x : 23146, max_y: 23075, min_x: -22797, min_y: -22824
max_x : 23141, max_y: 23070, min_x: -22792, min_y: -22819
max_x : 23136, max_y: 23065, min_x: -22787, min_y: -22814
max_x : 23131, max_y: 23060, min_x: -22782, min_y: -22809
max_x : 23126, max_y: 23055, min_x: -22777, min_y: -22804
max_x : 23121, max_y: 23050, min_x: -22772, min_y: -22799
max_x : 23116, max_y: 23045, min_x: -22767, min_y: -22794
max_x : 23111, max_y: 23040, min_x: -22762, min_y: -22789
max_x : 23106, max_y: 23035, min_x: -22757, min_y: -22784
max_x : 23101, max_y: 23030, min_x: -22752, min_y: -22779
max_x : 23096, max_y: 23025, min_x: -22747, min_y: -22774
max_x : 23091, max_y: 23020, min_x: -22742, min_y: -22769
max_x : 23086, max_y: 23015, min_x: -22737, min_y: -22764
max_x : 23081, max_y: 23010, min_x: -22732, min_y: -22759
max_x : 23076, max_y: 23005, min_x: -22727, min_y: -22754
max_x : 23071, max_y: 23000, min_x: -22722, min_y: -22749
max_x : 23066, max_y: 22995, min_x: -22717, min_y: -22744
max_x : 23061, max_y: 22990, min_x: -22712, min_y: -22739
max_x : 23056, max_y: 22985, min_x: -22707, min_y: -22734
max_x : 23051, max_y: 22980, min_x: -22702, min_y: -22729
max_x : 23046, max_y: 22975, min_x: -22697, min_y: -22724
max_x : 23041, max_y: 22970, min_x: -22692, min_y: -22719
max_x : 23036, max_y: 22965, min_x: -22687, min_y: -22714
max_x : 23031, max_y: 22960, min_x: -22682, min_y: -22709
max_x : 23026, max_y: 22955, min_x: -22677, min_y: -22704
max_x : 23021, max_y: 22950, min_x: -22672, min_y: -22699
max_x : 23016, max_y: 22945, min_x: -22667, min_y: -22694
max_x : 23011, max_y: 22940, min_x: -22662, min_y: -22689
max_x : 23006, max_y: 22935, min_x: -22657, min_y: -22684
max_x : 23001, max_y: 22930, min_x: -22652, min_y: -22679
max_x : 22996, max_y: 22925, min_x: -22647, min_y: -22674
max_x : 22991, max_y: 22920, min_x: -22642, min_y: -22669
max_x : 22986, max_y: 22915, min_x: -22637, min_y: -22664
max_x : 22981, max_y: 22910, min_x: -22632, min_y: -22659
max_x : 22976, max_y: 22905, min_x: -22627, min_y: -22654
max_x : 22971, max_y: 22900, min_x: -22622, min_y: -22649
max_x : 22966, max_y: 22895, min_x: -22617, min_y: -22644
max_x : 22961, max_y: 22890, min_x: -22612, min_y: -22639
max_x : 22956, max_y: 22885, min_x: -22607, min_y: -22634
max_x : 22951, max_y: 22880, min_x: -22602, min_y: -22629
max_x : 22946, max_y: 22875, min_x: -22597, min_y: -22624
max_x : 22941, max_y: 22870, min_x: -22592, min_y: -22619
max_x : 22936, max_y: 22865, min_x: -22587, min_y: -22614
max_x : 22931, max_y: 22860, min_x: -22582, min_y: -22609
max_x : 22926, max_y: 22855, min_x: -22577, min_y: -22604
max_x : 22921, max_y: 22850, min_x: -22572, min_y: -22599
max_x : 22916, max_y: 22845, min_x: -22567, min_y: -22594
max_x : 22911, max_y: 22840, min_x: -22562, min_y: -22589
max_x : 22906, max_y: 22835, min_x: -22557, min_y: -22584
max_x : 22901, max_y: 22830, min_x: -22552, min_y: -22579
max_x : 22896, max_y: 22825, min_x: -22547, min_y: -22574
max_x : 22891, max_y: 22820, min_x: -22542, min_y: -22569
max_x : 22886, max_y: 22815, min_x: -22537, min_y: -22564
max_x : 22881, max_y: 22810, min_x: -22532, min_y: -22559
max_x : 22876, max_y: 22805, min_x: -22527, min_y: -22554
max_x : 22871, max_y: 22800, min_x: -22522, min_y: -22549
max_x : 22866, max_y: 22795, min_x: -22517, min_y: -22544
max_x : 22861, max_y: 22790, min_x: -22512, min_y: -22539
max_x : 22856, max_y: 22785, min_x: -22507, min_y: -22534
max_x : 22851, max_y: 22780, min_x: -22502, min_y: -22529
max_x : 22846, max_y: 22775, min_x: -22497, min_y: -22524
max_x : 22841, max_y: 22770, min_x: -22492, min_y: -22519
max_x : 22836, max_y: 22765, min_x: -22487, min_y: -22514
max_x : 22831, max_y: 22760, min_x: -22482, min_y: -22509
max_x : 22826, max_y: 22755, min_x: -22477, min_y: -22504
max_x : 22821, max_y: 22750, min_x: -22472, min_y: -22499
max_x : 22816, max_y: 22745, min_x: -22467, min_y: -22494
max_x : 22811, max_y: 22740, min_x: -22462, min_y: -22489
max_x : 22806, max_y: 22735, min_x: -22457, min_y: -22484
max_x : 22801, max_y: 22730, min_x: -22452, min_y: -22479
max_x : 22796, max_y: 22725, min_x: -22447, min_y: -22474
max_x : 22791, max_y: 22720, min_x: -22442, min_y: -22469
max_x : 22786, max_y: 22715, min_x: -22437, min_y: -22464
max_x : 22781, max_y: 22710, min_x: -22432, min_y: -22459
max_x : 22776, max_y: 22705, min_x: -22427, min_y: -22454
max_x : 22771, max_y: 22700, min_x: -22422, min_y: -22449
max_x : 22766, max_y: 22695, min_x: -22417, min_y: -22444
max_x : 22761, max_y: 22690, min_x: -22412, min_y: -22439
max_x : 22756, max_y: 22685, min_x: -22407, min_y: -22434
max_x : 22751, max_y: 22680, min_x: -22402, min_y: -22429
max_x : 22746, max_y: 22675, min_x: -22397, min_y: -22424
max_x : 22741, max_y: 22670, min_x: -22392, min_y: -22419
max_x : 22736, max_y: 22665, min_x: -22387, min_y: -22414
max_x : 22731, max_y: 22660, min_x: -22382, min_y: -22409
max_x : 22726, max_y: 22655, min_x: -22377, min_y: -22404
max_x : 22721, max_y: 22650, min_x: -22372, min_y: -22399
max_x : 22716, max_y: 22645, min_x: -22367, min_y: -22394
max_x : 22711, max_y: 22640, min_x: -22362, min_y: -22389
max_x : 22706, max_y: 22635, min_x: -22357, min_y: -22384
max_x : 22701, max_y: 22630, min_x: -22352, min_y: -22379
max_x : 22696, max_y: 22625, min_x: -22347, min_y: -22374
max_x : 22691, max_y: 22620, min_x: -22342, min_y: -22369
max_x : 22686, max_y: 22615, min_x: -22337, min_y: -22364
max_x : 22681, max_y: 22610, min_x: -22332, min_y: -22359
max_x : 22676, max_y: 22605, min_x: -22327, min_y: -22354
max_x : 22671, max_y: 22600, min_x: -22322, min_y: -22349
max_x : 22666, max_y: 22595, min_x: -22317, min_y: -22344
max_x : 22661, max_y: 22590, min_x: -22312, min_y: -22339
max_x : 22656, max_y: 22585, min_x: -22307, min_y: -22334
max_x : 22651, max_y: 22580, min_x: -22302, min_y: -22329
max_x : 22646, max_y: 22575, min_x: -22297, min_y: -22324
max_x : 22641, max_y: 22570, min_x: -22292, min_y: -22319
max_x : 22636, max_y: 22565, min_x: -22287, min_y: -22314
max_x : 22631, max_y: 22560, min_x: -22282, min_y: -22309
max_x : 22626, max_y: 22555, min_x: -22277, min_y: -22304
max_x : 22621, max_y: 22550, min_x: -22272, min_y: -22299
max_x : 22616, max_y: 22545, min_x: -22267, min_y: -22294
max_x : 22611, max_y: 22540, min_x: -22262, min_y: -22289
max_x : 22606, max_y: 22535, min_x: -22257, min_y: -22284
max_x : 22601, max_y: 22530, min_x: -22252, min_y: -22279
max_x : 22596, max_y: 22525, min_x: -22247, min_y: -22274
max_x : 22591, max_y: 22520, min_x: -22242, min_y: -22269
max_x : 22586, max_y: 22515, min_x: -22237, min_y: -22264
max_x : 22581, max_y: 22510, min_x: -22232, min_y: -22259
max_x : 22576, max_y: 22505, min_x: -22227, min_y: -22254
max_x : 22571, max_y: 22500, min_x: -22222, min_y: -22249
max_x : 22566, max_y: 22495, min_x: -22217, min_y: -22244
max_x : 22561, max_y: 22490, min_x: -22212, min_y: -22239
max_x : 22556, max_y: 22485, min_x: -22207, min_y: -22234
max_x : 22551, max_y: 22480, min_x: -22202, min_y: -22229
max_x : 22546, max_y: 22475, min_x: -22197, min_y: -22224
max_x : 22541, max_y: 22470, min_x: -22192, min_y: -22219
max_x : 22536, max_y: 22465, min_x: -22187, min_y: -22214
max_x : 22531, max_y: 22460, min_x: -22182, min_y: -22209
max_x : 22526, max_y: 22455, min_x: -22177, min_y: -22204
max_x : 22521, max_y: 22450, min_x: -22172, min_y: -22199
max_x : 22516, max_y: 22445, min_x: -22167, min_y: -22194
max_x : 22511, max_y: 22440, min_x: -22162, min_y: -22189
max_x : 22506, max_y: 22435, min_x: -22157, min_y: -22184
max_x : 22501, max_y: 22430, min_x: -22152, min_y: -22179
max_x : 22496, max_y: 22425, min_x: -22147, min_y: -22174
max_x : 22491, max_y: 22420, min_x: -22142, min_y: -22169
max_x : 22486, max_y: 22415, min_x: -22137, min_y: -22164
max_x : 22481, max_y: 22410, min_x: -22132, min_y: -22159
max_x : 22476, max_y: 22405, min_x: -22127, min_y: -22154
max_x : 22471, max_y: 22400, min_x: -22122, min_y: -22149
max_x : 22466, max_y: 22395, min_x: -22117, min_y: -22144
max_x : 22461, max_y: 22390, min_x: -22112, min_y: -22139
max_x : 22456, max_y: 22385, min_x: -22107, min_y: -22134
max_x : 22451, max_y: 22380, min_x: -22102, min_y: -22129
max_x : 22446, max_y: 22375, min_x: -22097, min_y: -22124
max_x : 22441, max_y: 22370, min_x: -22092, min_y: -22119
max_x : 22436, max_y: 22365, min_x: -22087, min_y: -22114
max_x : 22431, max_y: 22360, min_x: -22082, min_y: -22109
max_x : 22426, max_y: 22355, min_x: -22077, min_y: -22104
max_x : 22421, max_y: 22350, min_x: -22072, min_y: -22099
max_x : 22416, max_y: 22345, min_x: -22067, min_y: -22094
max_x : 22411, max_y: 22340, min_x: -22062, min_y: -22089
max_x : 22406, max_y: 22335, min_x: -22057, min_y: -22084
max_x : 22401, max_y: 22330, min_x: -22052, min_y: -22079
max_x : 22396, max_y: 22325, min_x: -22047, min_y: -22074
max_x : 22391, max_y: 22320, min_x: -22042, min_y: -22069
max_x : 22386, max_y: 22315, min_x: -22037, min_y: -22064
max_x : 22381, max_y: 22310, min_x: -22032, min_y: -22059
max_x : 22376, max_y: 22305, min_x: -22027, min_y: -22054
max_x : 22371, max_y: 22300, min_x: -22022, min_y: -22049
max_x : 22366, max_y: 22295, min_x: -22017, min_y: -22044
max_x : 22361, max_y: 22290, min_x: -22012, min_y: -22039
max_x : 22356, max_y: 22285, min_x: -22007, min_y: -22034
max_x : 22351, max_y: 22280, min_x: -22002, min_y: -22029
max_x : 22346, max_y: 22275, min_x: -21997, min_y: -22024
max_x : 22341, max_y: 22270, min_x: -21992, min_y: -22019
max_x : 22336, max_y: 22265, min_x: -21987, min_y: -22014
max_x : 22331, max_y: 22260, min_x: -21982, min_y: -22009
max_x : 22326, max_y: 22255, min_x: -21977, min_y: -22004
max_x : 22321, max_y: 22250, min_x: -21972, min_y: -21999
max_x : 22316, max_y: 22245, min_x: -21967, min_y: -21994
max_x : 22311, max_y: 22240, min_x: -21962, min_y: -21989
max_x : 22306, max_y: 22235, min_x: -21957, min_y: -21984
max_x : 22301, max_y: 22230, min_x: -21952, min_y: -21979
max_x : 22296, max_y: 22225, min_x: -21947, min_y: -21974
max_x : 22291, max_y: 22220, min_x: -21942, min_y: -21969
max_x : 22286, max_y: 22215, min_x: -21937, min_y: -21964
max_x : 22281, max_y: 22210, min_x: -21932, min_y: -21959
max_x : 22276, max_y: 22205, min_x: -21927, min_y: -21954
max_x : 22271, max_y: 22200, min_x: -21922, min_y: -21949
max_x : 22266, max_y: 22195, min_x: -21917, min_y: -21944
max_x : 22261, max_y: 22190, min_x: -21912, min_y: -21939
max_x : 22256, max_y: 22185, min_x: -21907, min_y: -21934
max_x : 22251, max_y: 22180, min_x: -21902, min_y: -21929
max_x : 22246, max_y: 22175, min_x: -21897, min_y: -21924
max_x : 22241, max_y: 22170, min_x: -21892, min_y: -21919
max_x : 22236, max_y: 22165, min_x: -21887, min_y: -21914
max_x : 22231, max_y: 22160, min_x: -21882, min_y: -21909
max_x : 22226, max_y: 22155, min_x: -21877, min_y: -21904
max_x : 22221, max_y: 22150, min_x: -21872, min_y: -21899
max_x : 22216, max_y: 22145, min_x: -21867, min_y: -21894
max_x : 22211, max_y: 22140, min_x: -21862, min_y: -21889
max_x : 22206, max_y: 22135, min_x: -21857, min_y: -21884
max_x : 22201, max_y: 22130, min_x: -21852, min_y: -21879
max_x : 22196, max_y: 22125, min_x: -21847, min_y: -21874
max_x : 22191, max_y: 22120, min_x: -21842, min_y: -21869
max_x : 22186, max_y: 22115, min_x: -21837, min_y: -21864
max_x : 22181, max_y: 22110, min_x: -21832, min_y: -21859
max_x : 22176, max_y: 22105, min_x: -21827, min_y: -21854
max_x : 22171, max_y: 22100, min_x: -21822, min_y: -21849
max_x : 22166, max_y: 22095, min_x: -21817, min_y: -21844
max_x : 22161, max_y: 22090, min_x: -21812, min_y: -21839
max_x : 22156, max_y: 22085, min_x: -21807, min_y: -21834
max_x : 22151, max_y: 22080, min_x: -21802, min_y: -21829
max_x : 22146, max_y: 22075, min_x: -21797, min_y: -21824
max_x : 22141, max_y: 22070, min_x: -21792, min_y: -21819
max_x : 22136, max_y: 22065, min_x: -21787, min_y: -21814
max_x : 22131, max_y: 22060, min_x: -21782, min_y: -21809
max_x : 22126, max_y: 22055, min_x: -21777, min_y: -21804
max_x : 22121, max_y: 22050, min_x: -21772, min_y: -21799
max_x : 22116, max_y: 22045, min_x: -21767, min_y: -21794
max_x : 22111, max_y: 22040, min_x: -21762, min_y: -21789
max_x : 22106, max_y: 22035, min_x: -21757, min_y: -21784
max_x : 22101, max_y: 22030, min_x: -21752, min_y: -21779
max_x : 22096, max_y: 22025, min_x: -21747, min_y: -21774
max_x : 22091, max_y: 22020, min_x: -21742, min_y: -21769
max_x : 22086, max_y: 22015, min_x: -21737, min_y: -21764
max_x : 22081, max_y: 22010, min_x: -21732, min_y: -21759
max_x : 22076, max_y: 22005, min_x: -21727, min_y: -21754
max_x : 22071, max_y: 22000, min_x: -21722, min_y: -21749
max_x : 22066, max_y: 21995, min_x: -21717, min_y: -21744
max_x : 22061, max_y: 21990, min_x: -21712, min_y: -21739
